;country;time;value
403;AUS;1973-01-01;98.87233
158;AUS;1973-02-01;98.92384
106;AUS;1973-03-01;99.048
63;AUS;1973-04-01;99.33862
339;AUS;1973-05-01;99.88607
46;AUS;1973-06-01;100.4867
75;AUS;1973-07-01;100.8919
54;AUS;1973-08-01;100.9047
31;AUS;1973-09-01;100.6716
151;AUS;1973-10-01;100.3706
301;AUS;1973-11-01;100.1463
0;AUS;1973-12-01;100.0121
72;AUS;1974-01-01;99.97498
484;AUS;1974-02-01;100.0702
38;AUS;1974-03-01;100.2989
398;AUS;1974-04-01;100.6322
152;AUS;1974-05-01;100.8823
422;AUS;1974-06-01;100.8669
425;AUS;1974-07-01;100.7567
157;AUS;1974-08-01;100.6927
333;AUS;1974-09-01;100.5972
271;AUS;1974-10-01;100.537
171;AUS;1974-11-01;100.5198
294;AUS;1974-12-01;100.5547
501;AUS;1975-01-01;100.5696
298;AUS;1975-02-01;100.4759
202;AUS;1975-03-01;100.2531
10;AUS;1975-04-01;100.1423
381;AUS;1975-05-01;100.0723
264;AUS;1975-06-01;99.96953
240;AUS;1975-07-01;99.92751
266;AUS;1975-08-01;100.0111
513;AUS;1975-09-01;100.0992
216;AUS;1975-10-01;100.0999
83;AUS;1975-11-01;100.062
424;AUS;1975-12-01;100.1735
394;AUS;1976-01-01;100.3021
115;AUS;1976-02-01;100.4811
489;AUS;1976-03-01;100.7808
175;AUS;1976-04-01;101.1297
468;AUS;1976-05-01;101.4125
503;AUS;1976-06-01;101.5204
56;AUS;1976-07-01;101.3661
98;AUS;1976-08-01;101.0755
480;AUS;1976-09-01;100.743
416;AUS;1976-10-01;100.3239
113;AUS;1976-11-01;99.86776
197;AUS;1976-12-01;99.53868
91;AUS;1977-01-01;99.67344
102;AUS;1977-02-01;100.0151
304;AUS;1977-03-01;100.2753
241;AUS;1977-04-01;100.4897
49;AUS;1977-05-01;100.6582
203;AUS;1977-06-01;100.7296
261;AUS;1977-07-01;100.6323
263;AUS;1977-08-01;100.4024
359;AUS;1977-09-01;99.88206
426;AUS;1977-10-01;99.34805
405;AUS;1977-11-01;99.13591
290;AUS;1977-12-01;99.27767
428;AUS;1978-01-01;99.51485
93;AUS;1978-02-01;99.65459
278;AUS;1978-03-01;99.73083
288;AUS;1978-04-01;99.7649
534;AUS;1978-05-01;99.78895
507;AUS;1978-06-01;99.81183
443;AUS;1978-07-01;99.79507
41;AUS;1978-08-01;99.72955
282;AUS;1978-09-01;99.75188
311;AUS;1978-10-01;99.81153
132;AUS;1978-11-01;99.84774
272;AUS;1978-12-01;100.0286
172;AUS;1979-01-01;100.3163
95;AUS;1979-02-01;100.5856
327;AUS;1979-03-01;100.7336
78;AUS;1979-04-01;100.9092
8;AUS;1979-05-01;101.0655
296;AUS;1979-06-01;101.0837
257;AUS;1979-07-01;100.9151
164;AUS;1979-08-01;100.5627
532;AUS;1979-09-01;100.151
524;AUS;1979-10-01;99.77971
361;AUS;1979-11-01;99.43819
196;AUS;1979-12-01;99.27673
455;AUS;1980-01-01;99.35074
215;AUS;1980-02-01;99.48345
338;AUS;1980-03-01;99.49068
258;AUS;1980-04-01;99.34683
47;AUS;1980-05-01;99.17763
1;AUS;1980-06-01;99.10528
244;AUS;1980-07-01;99.11893
430;AUS;1980-08-01;99.147
2;AUS;1980-09-01;99.04357
254;AUS;1980-10-01;98.7594
454;AUS;1980-11-01;98.34586
319;AUS;1980-12-01;98.13947
345;AUS;1981-01-01;97.98051
42;AUS;1981-02-01;97.81771
530;AUS;1981-03-01;97.7677
184;AUS;1981-04-01;98.07854
14;AUS;1981-05-01;98.58238
13;AUS;1981-06-01;99.08155
347;AUS;1981-07-01;99.44228
73;AUS;1981-08-01;99.59338
62;AUS;1981-09-01;99.56387
87;AUS;1981-10-01;99.53098
305;AUS;1981-11-01;99.6505
112;AUS;1981-12-01;99.89057
177;AUS;1982-01-01;100.2109
323;AUS;1982-02-01;100.6212
353;AUS;1982-03-01;101.1602
99;AUS;1982-04-01;101.6838
458;AUS;1982-05-01;102.0233
325;AUS;1982-06-01;102.0596
193;AUS;1982-07-01;101.9808
375;AUS;1982-08-01;101.8478
208;AUS;1982-09-01;101.6731
494;AUS;1982-10-01;101.5536
432;AUS;1982-11-01;101.5468
392;AUS;1982-12-01;101.5909
437;AUS;1983-01-01;101.6114
77;AUS;1983-02-01;101.5767
481;AUS;1983-03-01;101.477
414;AUS;1983-04-01;101.3599
334;AUS;1983-05-01;101.2299
354;AUS;1983-06-01;100.9673
43;AUS;1983-07-01;100.5573
189;AUS;1983-08-01;100.0538
493;AUS;1983-09-01;99.79042
413;AUS;1983-10-01;99.78867
470;AUS;1983-11-01;100.0212
483;AUS;1983-12-01;100.314
127;AUS;1984-01-01;100.4127
295;AUS;1984-02-01;100.2871
444;AUS;1984-03-01;100.0324
344;AUS;1984-04-01;100.0947
321;AUS;1984-05-01;100.2307
238;AUS;1984-06-01;100.2426
350;AUS;1984-07-01;100.0408
366;AUS;1984-08-01;99.63217
163;AUS;1984-09-01;99.2222
21;AUS;1984-10-01;98.72758
243;AUS;1984-11-01;98.18609
20;AUS;1984-12-01;97.9525
129;AUS;1985-01-01;98.0451
407;AUS;1985-02-01;98.37931
32;AUS;1985-03-01;98.5755
30;AUS;1985-04-01;98.72013
133;AUS;1985-05-01;98.77126
37;AUS;1985-06-01;98.71266
448;AUS;1985-07-01;98.70179
471;AUS;1985-08-01;98.82973
453;AUS;1985-09-01;99.03243
306;AUS;1985-10-01;99.26151
382;AUS;1985-11-01;99.48075
141;AUS;1985-12-01;99.53653
229;AUS;1986-01-01;99.53611
233;AUS;1986-02-01;99.49309
178;AUS;1986-03-01;99.22825
410;AUS;1986-04-01;99.30881
436;AUS;1986-05-01;99.62039
378;AUS;1986-06-01;99.88396
118;AUS;1986-07-01;100.1409
390;AUS;1986-08-01;100.2902
269;AUS;1986-09-01;100.3294
293;AUS;1986-10-01;100.4047
510;AUS;1986-11-01;100.5723
433;AUS;1986-12-01;100.7233
148;AUS;1987-01-01;100.8143
285;AUS;1987-02-01;100.7163
165;AUS;1987-03-01;100.5223
371;AUS;1987-04-01;100.3465
397;AUS;1987-05-01;100.0202
173;AUS;1987-06-01;99.46667
374;AUS;1987-07-01;98.92841
245;AUS;1987-08-01;98.52435
96;AUS;1987-09-01;98.09133
401;AUS;1987-10-01;97.58808
287;AUS;1987-11-01;97.42865
191;AUS;1987-12-01;97.59161
126;AUS;1988-01-01;97.77943
355;AUS;1988-02-01;97.85301
159;AUS;1988-03-01;97.94265
439;AUS;1988-04-01;98.07563
161;AUS;1988-05-01;98.28581
517;AUS;1988-06-01;98.38103
101;AUS;1988-07-01;98.13128
420;AUS;1988-08-01;97.57173
218;AUS;1988-09-01;97.15297
57;AUS;1988-10-01;97.00601
379;AUS;1988-11-01;96.96272
100;AUS;1988-12-01;96.80238
27;AUS;1989-01-01;96.59371
45;AUS;1989-02-01;96.45689
116;AUS;1989-03-01;96.47347
107;AUS;1989-04-01;96.72368
255;AUS;1989-05-01;97.07062
169;AUS;1989-06-01;97.3084
369;AUS;1989-07-01;97.6118
408;AUS;1989-08-01;97.80067
144;AUS;1989-09-01;97.93265
136;AUS;1989-10-01;98.11433
336;AUS;1989-11-01;98.26971
121;AUS;1989-12-01;98.35683
280;AUS;1990-01-01;98.41154
474;AUS;1990-02-01;98.36075
265;AUS;1990-03-01;98.16698
24;AUS;1990-04-01;98.07822
81;AUS;1990-05-01;98.22429
393;AUS;1990-06-01;98.60598
465;AUS;1990-07-01;98.94901
143;AUS;1990-08-01;99.01934
82;AUS;1990-09-01;98.7781
352;AUS;1990-10-01;98.41077
217;AUS;1990-11-01;98.26971
6;AUS;1990-12-01;98.44492
412;AUS;1991-01-01;98.60625
537;AUS;1991-02-01;98.7245
406;AUS;1991-03-01;98.61128
318;AUS;1991-04-01;98.69701
26;AUS;1991-05-01;99.04875
502;AUS;1991-06-01;99.28452
316;AUS;1991-07-01;99.51603
67;AUS;1991-08-01;99.51545
58;AUS;1991-09-01;99.28056
283;AUS;1991-10-01;98.93571
377;AUS;1991-11-01;98.86714
108;AUS;1991-12-01;98.97251
185;AUS;1992-01-01;99.12772
51;AUS;1992-02-01;99.57948
68;AUS;1992-03-01;100.093
519;AUS;1992-04-01;100.5957
199;AUS;1992-05-01;101.1614
223;AUS;1992-06-01;101.6074
421;AUS;1992-07-01;101.9244
225;AUS;1992-08-01;102.0299
329;AUS;1992-09-01;102.0482
506;AUS;1992-10-01;102.0064
162;AUS;1992-11-01;101.8156
446;AUS;1992-12-01;101.5117
349;AUS;1993-01-01;101.1482
256;AUS;1993-02-01;100.8008
400;AUS;1993-03-01;100.5325
259;AUS;1993-04-01;100.2437
419;AUS;1993-05-01;99.9397
533;AUS;1993-06-01;99.82108
230;AUS;1993-07-01;100.0893
395;AUS;1993-08-01;100.3687
114;AUS;1993-09-01;100.3339
66;AUS;1993-10-01;100.2276
167;AUS;1993-11-01;100.0986
317;AUS;1993-12-01;100.0073
281;AUS;1994-01-01;99.95599
194;AUS;1994-02-01;99.98016
70;AUS;1994-03-01;100.0999
440;AUS;1994-04-01;100.296
74;AUS;1994-05-01;100.5893
358;AUS;1994-06-01;100.8444
221;AUS;1994-07-01;101.0741
357;AUS;1994-08-01;101.0845
508;AUS;1994-09-01;100.9426
211;AUS;1994-10-01;100.6671
485;AUS;1994-11-01;100.37
55;AUS;1994-12-01;100.2338
387;AUS;1995-01-01;100.2106
343;AUS;1995-02-01;100.2586
303;AUS;1995-03-01;100.3645
297;AUS;1995-04-01;100.3966
22;AUS;1995-05-01;100.4963
504;AUS;1995-06-01;100.4491
3;AUS;1995-07-01;100.381
260;AUS;1995-08-01;100.2082
122;AUS;1995-09-01;100.0045
249;AUS;1995-10-01;99.87475
434;AUS;1995-11-01;99.86025
207;AUS;1995-12-01;99.9687
149;AUS;1996-01-01;100.0891
92;AUS;1996-02-01;100.1823
516;AUS;1996-03-01;100.2596
130;AUS;1996-04-01;100.2903
438;AUS;1996-05-01;100.4227
222;AUS;1996-06-01;100.4555
88;AUS;1996-07-01;100.3027
464;AUS;1996-08-01;100.1606
228;AUS;1996-09-01;99.96285
326;AUS;1996-10-01;99.72211
50;AUS;1996-11-01;99.72768
459;AUS;1996-12-01;99.79049
518;AUS;1997-01-01;99.83494
138;AUS;1997-02-01;99.93574
411;AUS;1997-03-01;100.1739
531;AUS;1997-04-01;100.5357
34;AUS;1997-05-01;101.0733
145;AUS;1997-06-01;101.3434
85;AUS;1997-07-01;101.3635
76;AUS;1997-08-01;101.3418
166;AUS;1997-09-01;101.2585
262;AUS;1997-10-01;101.087
232;AUS;1997-11-01;100.9766
61;AUS;1997-12-01;100.9263
463;AUS;1998-01-01;100.9944
522;AUS;1998-02-01;101.0504
462;AUS;1998-03-01;101.0056
309;AUS;1998-04-01;100.8568
176;AUS;1998-05-01;100.7304
372;AUS;1998-06-01;100.3352
120;AUS;1998-07-01;99.98412
523;AUS;1998-08-01;99.69543
219;AUS;1998-09-01;99.64319
253;AUS;1998-10-01;99.948
204;AUS;1998-11-01;100.4306
340;AUS;1998-12-01;100.6058
210;AUS;1999-01-01;100.2952
310;AUS;1999-02-01;99.94981
53;AUS;1999-03-01;99.76581
324;AUS;1999-04-01;99.83076
35;AUS;1999-05-01;99.90932
28;AUS;1999-06-01;99.67695
520;AUS;1999-07-01;99.23891
135;AUS;1999-08-01;99.16341
450;AUS;1999-09-01;99.52563
476;AUS;1999-10-01;100.0827
86;AUS;1999-11-01;100.4094
119;AUS;1999-12-01;100.4365
348;AUS;2000-01-01;100.3234
498;AUS;2000-02-01;100.1318
449;AUS;2000-03-01;100.238
80;AUS;2000-04-01;100.628
409;AUS;2000-05-01;101.0902
509;AUS;2000-06-01;101.3231
227;AUS;2000-07-01;101.3695
447;AUS;2000-08-01;101.1844
212;AUS;2000-09-01;100.9866
332;AUS;2000-10-01;100.847
386;AUS;2000-11-01;100.6867
402;AUS;2000-12-01;100.5163
206;AUS;2001-01-01;100.3971
456;AUS;2001-02-01;100.3126
477;AUS;2001-03-01;100.3876
231;AUS;2001-04-01;100.4745
235;AUS;2001-05-01;100.4771
187;AUS;2001-06-01;100.2629
201;AUS;2001-07-01;100.2587
497;AUS;2001-08-01;100.5691
312;AUS;2001-09-01;100.8813
117;AUS;2001-10-01;101.1501
487;AUS;2001-11-01;101.2863
252;AUS;2001-12-01;101.2857
526;AUS;2002-01-01;101.2925
168;AUS;2002-02-01;101.3008
385;AUS;2002-03-01;101.2474
150;AUS;2002-04-01;101.3024
275;AUS;2002-05-01;101.5243
466;AUS;2002-06-01;101.6059
431;AUS;2002-07-01;101.5481
364;AUS;2002-08-01;101.4794
236;AUS;2002-09-01;101.4145
270;AUS;2002-10-01;101.4228
469;AUS;2002-11-01;101.5939
195;AUS;2002-12-01;101.73
363;AUS;2003-01-01;101.7726
154;AUS;2003-02-01;101.7662
237;AUS;2003-03-01;101.8152
337;AUS;2003-04-01;101.8915
9;AUS;2003-05-01;101.9846
384;AUS;2003-06-01;101.627
109;AUS;2003-07-01;100.9957
181;AUS;2003-08-01;100.7726
511;AUS;2003-09-01;100.8831
335;AUS;2003-10-01;100.919
137;AUS;2003-11-01;100.8241
535;AUS;2003-12-01;100.6593
473;AUS;2004-01-01;100.1998
445;AUS;2004-02-01;99.99593
521;AUS;2004-03-01;100.1396
250;AUS;2004-04-01;100.3691
399;AUS;2004-05-01;100.7216
40;AUS;2004-06-01;100.9053
234;AUS;2004-07-01;100.9434
33;AUS;2004-08-01;100.7903
142;AUS;2004-09-01;100.4935
200;AUS;2004-10-01;100.2467
495;AUS;2004-11-01;99.98958
147;AUS;2004-12-01;99.65445
289;AUS;2005-01-01;99.72243
11;AUS;2005-02-01;99.86557
69;AUS;2005-03-01;99.97422
4;AUS;2005-04-01;100.4123
496;AUS;2005-05-01;100.9127
307;AUS;2005-06-01;101.2349
313;AUS;2005-07-01;101.4608
391;AUS;2005-08-01;101.6725
478;AUS;2005-09-01;101.9263
308;AUS;2005-10-01;101.9403
529;AUS;2005-11-01;101.7376
188;AUS;2005-12-01;101.4332
247;AUS;2006-01-01;101.3363
279;AUS;2006-02-01;101.26
104;AUS;2006-03-01;101.1151
156;AUS;2006-04-01;100.8875
277;AUS;2006-05-01;100.3845
128;AUS;2006-06-01;99.66157
300;AUS;2006-07-01;99.02743
25;AUS;2006-08-01;98.67175
451;AUS;2006-09-01;98.50257
373;AUS;2006-10-01;98.3029
491;AUS;2006-11-01;98.19855
248;AUS;2006-12-01;98.35994
64;AUS;2007-01-01;98.509
44;AUS;2007-02-01;98.45483
39;AUS;2007-03-01;98.54205
209;AUS;2007-04-01;98.70925
226;AUS;2007-05-01;98.70052
490;AUS;2007-06-01;98.59522
89;AUS;2007-07-01;98.61765
103;AUS;2007-08-01;98.84396
302;AUS;2007-09-01;99.17971
328;AUS;2007-10-01;99.83071
146;AUS;2007-11-01;100.5688
155;AUS;2007-12-01;101.1765
170;AUS;2008-01-01;101.6046
341;AUS;2008-02-01;101.7633
36;AUS;2008-03-01;101.6913
125;AUS;2008-04-01;101.5963
182;AUS;2008-05-01;101.6282
292;AUS;2008-06-01;101.5761
242;AUS;2008-07-01;101.4334
59;AUS;2008-08-01;101.1515
174;AUS;2008-09-01;100.7826
134;AUS;2008-10-01;100.6615
346;AUS;2008-11-01;100.9786
515;AUS;2008-12-01;101.3029
396;AUS;2009-01-01;101.3604
383;AUS;2009-02-01;101.3075
48;AUS;2009-03-01;101.0762
370;AUS;2009-04-01;100.8246
418;AUS;2009-05-01;100.5713
29;AUS;2009-06-01;100.4469
16;AUS;2009-07-01;100.3499
423;AUS;2009-08-01;100.2701
427;AUS;2009-09-01;100.0868
342;AUS;2009-10-01;99.7487
472;AUS;2009-11-01;99.35678
460;AUS;2009-12-01;99.20428
362;AUS;2010-01-01;99.37178
492;AUS;2010-02-01;99.58098
467;AUS;2010-03-01;99.72424
417;AUS;2010-04-01;99.65543
65;AUS;2010-05-01;99.64409
7;AUS;2010-06-01;99.64764
198;AUS;2010-07-01;99.52187
461;AUS;2010-08-01;99.41569
536;AUS;2010-09-01;99.39906
351;AUS;2010-10-01;99.46951
368;AUS;2010-11-01;99.56883
499;AUS;2010-12-01;99.61221
452;AUS;2011-01-01;99.68757
5;AUS;2011-02-01;99.81311
276;AUS;2011-03-01;99.96151
246;AUS;2011-04-01;100.0339
360;AUS;2011-05-01;100.2095
267;AUS;2011-06-01;100.4748
314;AUS;2011-07-01;100.5473
131;AUS;2011-08-01;100.3077
330;AUS;2011-09-01;100.0261
17;AUS;2011-10-01;100.0038
274;AUS;2011-11-01;100.1582
15;AUS;2011-12-01;100.4432
239;AUS;2012-01-01;100.6947
365;AUS;2012-02-01;100.7444
404;AUS;2012-03-01;100.6657
23;AUS;2012-04-01;100.4252
429;AUS;2012-05-01;100.1612
192;AUS;2012-06-01;99.92555
123;AUS;2012-07-01;99.74895
505;AUS;2012-08-01;99.5777
84;AUS;2012-09-01;99.35078
475;AUS;2012-10-01;99.27069
268;AUS;2012-11-01;99.33325
482;AUS;2012-12-01;99.40776
291;AUS;2013-01-01;99.37357
160;AUS;2013-02-01;99.34428
251;AUS;2013-03-01;99.30368
213;AUS;2013-04-01;99.23457
97;AUS;2013-05-01;99.35852
528;AUS;2013-06-01;99.60752
153;AUS;2013-07-01;99.69917
380;AUS;2013-08-01;99.68433
457;AUS;2013-09-01;99.6563
415;AUS;2013-10-01;99.46691
322;AUS;2013-11-01;99.35204
486;AUS;2013-12-01;99.42397
514;AUS;2014-01-01;99.4875
110;AUS;2014-02-01;99.66508
111;AUS;2014-03-01;99.83536
320;AUS;2014-04-01;99.85394
94;AUS;2014-05-01;99.78146
284;AUS;2014-06-01;99.76531
220;AUS;2014-07-01;99.71396
512;AUS;2014-08-01;99.7113
315;AUS;2014-09-01;99.86887
79;AUS;2014-10-01;99.93024
190;AUS;2014-11-01;99.91003
60;AUS;2014-12-01;99.93298
105;AUS;2015-01-01;99.95542
389;AUS;2015-02-01;99.94147
331;AUS;2015-03-01;99.84062
299;AUS;2015-04-01;99.70121
479;AUS;2015-05-01;99.67175
71;AUS;2015-06-01;99.74199
140;AUS;2015-07-01;99.77239
273;AUS;2015-08-01;99.72263
286;AUS;2015-09-01;99.62116
205;AUS;2015-10-01;99.51546
179;AUS;2015-11-01;99.47386
183;AUS;2015-12-01;99.49211
12;AUS;2016-01-01;99.63457
52;AUS;2016-02-01;99.81675
441;AUS;2016-03-01;99.96167
500;AUS;2016-04-01;100.1164
214;AUS;2016-05-01;100.2073
356;AUS;2016-06-01;100.1847
488;AUS;2016-07-01;100.1304
180;AUS;2016-08-01;100.0815
124;AUS;2016-09-01;100.0844
525;AUS;2016-10-01;100.1447
139;AUS;2016-11-01;100.2238
527;AUS;2016-12-01;100.1786
90;AUS;2017-01-01;100.0812
388;AUS;2017-02-01;100.0643
224;AUS;2017-03-01;100.1203
435;AUS;2017-04-01;100.1181
19;AUS;2017-05-01;100.0458
367;AUS;2017-06-01;100.0129
376;AUS;2017-07-01;99.92414
18;AUS;2017-08-01;99.91109
186;AUS;2017-09-01;99.92267
442;AUS;2017-10-01;99.93751
360;AUT;1975-05-01;100.0967
252;AUT;1975-06-01;100.4731
227;AUT;1975-07-01;100.7355
254;AUT;1975-08-01;100.7503
380;AUT;1975-09-01;100.5723
204;AUT;1975-10-01;100.1954
78;AUT;1975-11-01;99.72947
401;AUT;1975-12-01;99.30754
59;AUT;1976-01-01;99.08034
108;AUT;1976-02-01;99.16769
71;AUT;1976-03-01;99.41496
164;AUT;1976-04-01;99.54106
445;AUT;1976-05-01;99.59731
479;AUT;1976-06-01;99.72363
53;AUT;1976-07-01;99.85692
93;AUT;1976-08-01;99.9578
457;AUT;1976-09-01;100.1127
320;AUT;1976-10-01;100.1977
106;AUT;1976-11-01;100.3118
187;AUT;1976-12-01;100.4567
86;AUT;1977-01-01;100.5404
97;AUT;1977-02-01;100.4676
287;AUT;1977-03-01;100.2917
228;AUT;1977-04-01;100.2873
46;AUT;1977-05-01;100.4197
192;AUT;1977-06-01;100.5853
249;AUT;1977-07-01;100.7143
251;AUT;1977-08-01;100.6048
340;AUT;1977-09-01;100.3828
402;AUT;1977-10-01;100.1405
382;AUT;1977-11-01;100.1586
276;AUT;1977-12-01;100.3245
404;AUT;1978-01-01;100.4676
88;AUT;1978-02-01;100.4284
264;AUT;1978-03-01;100.1509
274;AUT;1978-04-01;99.8396
29;AUT;1978-05-01;99.64848
483;AUT;1978-06-01;99.63927
419;AUT;1978-07-01;99.73724
40;AUT;1978-08-01;99.74033
268;AUT;1978-09-01;99.57429
293;AUT;1978-10-01;99.28959
125;AUT;1978-11-01;99.10978
259;AUT;1978-12-01;99.01003
161;AUT;1979-01-01;98.89699
90;AUT;1979-02-01;98.70853
309;AUT;1979-03-01;98.52676
72;AUT;1979-04-01;98.41343
7;AUT;1979-05-01;98.23869
281;AUT;1979-06-01;97.91205
245;AUT;1979-07-01;97.67483
154;AUT;1979-08-01;97.83839
484;AUT;1979-09-01;98.07984
498;AUT;1979-10-01;98.21993
342;AUT;1979-11-01;98.21705
186;AUT;1979-12-01;98.14474
431;AUT;1980-01-01;98.07694
203;AUT;1980-02-01;98.04265
319;AUT;1980-03-01;97.97593
246;AUT;1980-04-01;97.98567
45;AUT;1980-05-01;98.06922
0;AUT;1980-06-01;98.22028
231;AUT;1980-07-01;98.46314
406;AUT;1980-08-01;98.58382
461;AUT;1980-09-01;98.59341
242;AUT;1980-10-01;98.48968
430;AUT;1980-11-01;98.36514
301;AUT;1980-12-01;98.27546
326;AUT;1981-01-01;98.24629
41;AUT;1981-02-01;98.24527
504;AUT;1981-03-01;98.21117
174;AUT;1981-04-01;98.29034
12;AUT;1981-05-01;98.63535
11;AUT;1981-06-01;99.32588
328;AUT;1981-07-01;100.1414
68;AUT;1981-08-01;100.4591
